road_type,traffic_density,avg_speed,weather_condition,num_lanes,road_surface,lighting,accident_risk
Urban,314.99712734133226,50.54674525280006,Foggy,2,poor,Night,
Urban,309.32626697766244,48.14138614568908,Rainy,2,Fair,Daylight,0.6533820727713564
Urban,79.55637604592778,107.34752535272743,Foggy,5,Good,Night,0.5372687130702185
Urban,162.08457447721634,106.46737785847539,Foggy,3,Good,Daylight,0.42426758164793477
Urban,307.32768043544377,73.38942226013806,Foggy,1,Good,Night,0.6329810839041496
Highway,58.24274324707628,21.899894557219362,Clear,4,Good,Daylight,0.30881197202625393
Rural,162.78991480219085,42.832466292047606,Rainy,3,Fair,Night,0.5611560757962659
Highway,153.13335774403853,83.90125942134331,Clear,1,poor,Night,
Highway,162.43524957237548,30.140840143036755,Rainy,5,Fair,Daylight,0.4842945553957701
Highway,291.0242748049942,90.06222647194471,Rainy,3,Good,Daylight,0.4056015150188248
Highway,311.8821593086366,21.196226295874347,Foggy,4,Good,Night,0.8161371603117633
Highway,459.0490974677651,88.25367753692704,Rainy,2,Fair,Night,0.6896526309058193
Urban,223.71397206179864,104.45392428593794,Rainy,1,Fair,Night,0.6062125345045056
Urban,466.96051271440666,66.92177196461162,Foggy,3,poor,Daylight,
Rural,343.37945524287665,102.90809901100377,Foggy,4,poor,Daylight,
Highway,460.69717815525007,98.15277332438696,Rainy,3,poor,Night,
Rural,425.06244575602176,87.14191501676771,Clear,5,poor,Night,
Urban,359.41209953345935,64.51492813978336,Rainy,1,Good,Night,0.63925204280129
Urban,210.24765478353174,47.190404440149386,Clear,5,Good,Daylight,0.2963614777057038
Urban,158.49970145834834,106.08639621688687,Clear,5,poor,Daylight,
Highway,150.07614598041448,84.85903796629484,Rainy,2,poor,Daylight,
Highway,478.47822685532657,99.80168352505763,Clear,5,Good,Daylight,0.49701068056735564
Urban,481.3582294082112,75.19669277288918,Rainy,4,Good,Daylight,0.6202913377448999
Rural,376.174118085939,37.18664344939247,Clear,1,Good,Daylight,0.41151339828110706
Rural,447.7081928344148,117.94379395135363,Clear,2,poor,Daylight,
Urban,463.5482733855772,38.27387514576374,Rainy,3,poor,Daylight,
Rural,280.2002884336905,111.12415010249033,Foggy,5,Good,Night,0.6841013366902002
Urban,333.07686078132747,40.8138646044974,Foggy,3,Good,Night,0.7679872901080026
Rural,238.43952406409656,57.37494417464359,Rainy,2,Fair,Daylight,0.48185451573707816
Urban,238.3208439283684,64.00834445374267,Rainy,3,Fair,Daylight,0.5833476555655441
Rural,67.29301339007658,112.13759895281451,Foggy,4,Good,Daylight,0.43284179179034543
Highway,245.2196572181625,108.81985709130635,Foggy,2,Good,Daylight,0.40543081938333275
Urban,353.0704151809325,102.3220977952436,Clear,1,Fair,Night,0.5132060929922712
Urban,239.89197474795702,57.66751474957343,Clear,1,poor,Night,
Rural,442.58435459463044,20.449324682892016,Clear,1,Good,Night,0.6582710425220499
Urban,199.65332858315818,88.15833201075193,Foggy,1,Good,Night,0.614727817775972
Urban,109.70692095238226,61.09538344652039,Rainy,2,Good,Night,0.5396367560535332
Urban,415.20141082807675,95.70581928374355,Clear,2,poor,Daylight,
Highway,353.2765632478664,99.48520460835502,Rainy,2,Fair,Daylight,0.5568197185344275
Highway,158.81876704426182,63.97234029174242,Foggy,5,poor,Daylight,
Rural,291.4030652190048,94.81025653169485,Clear,2,poor,Daylight,
Highway,230.8335523672066,103.99372805196774,Foggy,2,Good,Night,0.5781220531402892
Rural,472.486899396046,112.84761316015,Rainy,2,Good,Night,0.6171599624725741
Highway,323.2994409142831,78.24553324893944,Clear,1,Fair,Night,0.4966334571095526
Rural,121.27516753414622,97.84787690598826,Rainy,4,poor,Daylight,
Highway,275.9668036866433,69.45648702096472,Rainy,1,Fair,Night,0.7389212396716345
Highway,438.1505746357328,24.166300042996205,Clear,4,poor,Daylight,
Rural,352.1735015146077,35.52214277991833,Clear,4,Good,Night,0.6015845051637829
Urban,429.1034342443953,32.82245092396701,Foggy,4,Fair,Night,1.0
Urban,162.67969123953813,37.17655901154789,Clear,1,poor,Night,
Highway,449.75811967139384,21.021274961284323,Clear,5,Good,Daylight,0.6075404132842979
Rural,390.0250993208774,105.87068232651525,Clear,3,Good,Night,0.4910934387972197
Urban,378.0111899471354,76.01493199490125,Clear,5,poor,Daylight,
Rural,205.94348139358598,58.315000301126766,Clear,1,Good,Daylight,0.21795893643108968
Urban,449.44612869223766,60.97788715769751,Foggy,4,poor,Daylight,
Rural,337.09071982694746,66.33510937188694,Rainy,3,poor,Night,
Highway,433.3277645882611,27.388350041959256,Foggy,5,poor,Night,
Rural,212.4371551938223,47.46654115799202,Rainy,2,poor,Night,
Urban,115.54344097896043,105.16264370920848,Clear,5,Good,Night,0.4191220064548853
Highway,199.55173109914506,94.36752362139845,Foggy,1,poor,Daylight,
Rural,254.86895631883212,76.34055382539078,Rainy,3,poor,Night,
Urban,290.0333188154716,68.0703984669963,Rainy,2,poor,Daylight,
Highway,279.86414707019185,45.897318499089934,Clear,3,Good,Daylight,0.3618261307876925
Rural,295.724566596454,67.12549696471055,Clear,3,Fair,Night,0.5605984061868816
Urban,428.76759435032636,79.78552760668148,Rainy,5,poor,Daylight,
Rural,126.54556078467645,91.26379514315806,Foggy,4,Fair,Daylight,0.5247299185668384
Rural,192.2230828259919,36.66401877523238,Rainy,5,Fair,Night,0.7267128309672761
Highway,449.87382069595316,101.31102684707774,Foggy,2,poor,Daylight,
Highway,302.20619205124865,54.58112770338225,Foggy,1,Fair,Night,0.8528630910988798
Urban,312.5254416663075,70.32580832903554,Rainy,5,Fair,Night,0.8337481425426855
Highway,265.12814507627854,80.79043165963324,Foggy,4,poor,Daylight,
Urban,297.0385857437626,68.80951562210333,Rainy,4,Good,Night,0.5989128624242962
Rural,139.13587875204553,77.1956904154119,Rainy,5,Fair,Daylight,0.49550439206983293
Rural,296.0901047381577,31.15234646828712,Clear,2,poor,Night,
Urban,498.72790756000256,63.21554551086352,Rainy,4,poor,Night,
Rural,304.7214078158829,48.04674709362264,Rainy,4,Fair,Night,0.7653150264975095
Highway,69.98110952271365,28.60261538868702,Clear,2,Fair,Night,0.49649514804953687
Rural,408.39603995779686,39.164922563199426,Clear,2,Fair,Night,0.6813196342859968
Highway,228.41394292552442,80.24445664274583,Foggy,2,poor,Daylight,
Urban,119.15426682570283,39.66864026514503,Foggy,2,poor,Night,
Urban,438.1339128020111,38.106401011909334,Clear,5,Good,Daylight,0.5298092294808672
Rural,139.08796499073543,75.28304323866362,Clear,5,Good,Night,0.42740560780876513
Rural,464.34532543634,110.47025067069852,Clear,3,poor,Daylight,
Highway,248.80842069917247,98.86928506398297,Rainy,3,Good,Daylight,0.36628627361272154
Highway,384.25587563736497,110.50891105198504,Rainy,3,Fair,Daylight,0.6230261792128057
Rural,296.1481326523342,78.29802022965151,Rainy,4,Good,Daylight,0.4116550346808736
Rural,165.48206176185255,60.992956045860716,Clear,2,Good,Daylight,0.20967385368823305
Urban,351.99057852316344,92.96413655419434,Foggy,5,poor,Night,
Urban,481.06064790056655,46.1364028182651,Foggy,5,poor,Daylight,
Urban,396.3366350561356,27.80539580054037,Rainy,2,Fair,Daylight,0.6480942847910787
Rural,321.80809845883016,54.46147927311356,Rainy,3,Good,Daylight,0.5170231508068119
Rural,495.7826487196355,49.92366974870174,Clear,4,poor,Night,
Rural,169.39700030420812,87.55389278171423,Clear,5,poor,Night,
Urban,78.05366955925132,75.13626788118142,Foggy,1,poor,Night,
Rural,64.45888975216899,33.826298405578555,Foggy,4,Fair,Night,0.7722565854872698
Highway,369.80954580145925,110.85041797704697,Clear,4,Fair,Daylight,0.4386486984749011
Rural,423.6045641303768,79.33389405048041,Foggy,3,Good,Night,0.6676912149656864
Rural,335.795241868037,65.76842254237769,Foggy,2,Fair,Night,0.8347380138255842
Rural,457.26196884943926,113.71949271186536,Rainy,1,Good,Night,0.5494582964801588
Rural,364.08922130296423,29.73018487979008,Clear,3,Good,Daylight,0.39645282488269795
Rural,216.92959088405925,98.95929381397178,Clear,2,Good,Night,0.3492266396439584
Highway,131.56623123344673,56.46655057200093,Clear,1,poor,Daylight,
Highway,466.0913653516203,89.53897509239717,Rainy,5,poor,Night,
Rural,96.61871749886578,113.07254276476786,Clear,1,poor,Daylight,
Urban,294.3447816858825,71.77130804854173,Foggy,3,Fair,Night,0.8221668840274249
Rural,191.30356637308023,22.263882342874734,Rainy,1,poor,Daylight,
Rural,172.13675338385264,22.884823017233796,Rainy,1,Good,Daylight,0.5469795862397757
Rural,340.62568336260335,53.05608190853765,Clear,1,Fair,Daylight,0.5137725366654472
Urban,154.05662182596632,98.16582193950619,Foggy,5,Fair,Night,0.7433831208491767
Urban,462.36429803407805,48.826134307358274,Clear,2,poor,Daylight,
Urban,232.71975909460585,53.44686008862177,Foggy,1,poor,Night,
Highway,354.8189060283555,98.44607131975687,Clear,4,poor,Night,
Urban,377.49007279786304,31.618917391928086,Foggy,3,poor,Daylight,
Highway,357.3237625813986,104.68129619628856,Foggy,4,Fair,Daylight,0.6912894791090325
Highway,456.5301084018605,46.57925155541065,Foggy,2,Fair,Night,0.9030657673027199
Urban,154.00888862269915,25.122307102890822,Rainy,3,Good,Night,0.6220614127502421
Urban,88.72454510874553,31.734270640368926,Clear,2,Fair,Daylight,0.4084431777925896
Urban,74.95956376927221,115.25548867388235,Clear,3,Fair,Night,0.3912722404745041
Highway,445.0298677137612,65.13239550438685,Clear,4,poor,Daylight,
Rural,487.97917247263194,45.64381059984581,Rainy,4,Good,Daylight,0.5016443758652797
Urban,186.1369435421207,72.12709501791952,Foggy,5,Fair,Night,0.8106533155111882
Urban,362.08126560873615,88.23466533938003,Rainy,2,poor,Night,
Urban,54.010752877287004,51.87984080440693,Rainy,4,poor,Night,
Highway,134.8841795521945,92.5271203161024,Foggy,3,Good,Daylight,0.43336346379795965
Highway,360.17347210772647,45.22520509072021,Clear,1,Fair,Night,0.607610596267419
Rural,79.64921269185477,31.233723204404058,Rainy,1,Fair,Daylight,0.46603228053042145
Urban,260.829522463921,74.97082203690948,Foggy,1,Fair,Daylight,0.6387943685198273
Highway,348.162468968277,35.11186758941303,Foggy,5,Fair,Daylight,0.7898093951804895
Rural,394.6811770874828,114.04848786991398,Clear,4,Good,Night,0.46446410936398436
Urban,254.2171611759667,20.044902813185075,Foggy,2,poor,Night,
Highway,333.62781777335437,95.56960999665465,Foggy,2,poor,Night,
Urban,292.80903330292756,47.947320395691094,Foggy,5,Good,Daylight,0.6728596046613511
Urban,73.5375974374945,104.60868617723669,Clear,3,Fair,Night,0.44422543441330076
Highway,384.2621092669309,26.015088374037525,Clear,4,poor,Daylight,
Highway,127.56286214841873,115.30005982995715,Foggy,4,Fair,Night,0.7182188351657933
Highway,64.3124890552286,30.13948838330134,Foggy,3,poor,Night,
Urban,253.02556232976752,98.78827550354454,Clear,3,Fair,Daylight,0.3548128540166692
Urban,439.5369142766796,71.73422136356044,Clear,4,Good,Daylight,0.387856603773699
Rural,117.87324694746289,63.0394791877585,Clear,4,Fair,Daylight,0.3658615961710711
Urban,55.785890352638745,48.01557859102716,Rainy,1,Fair,Night,0.6513585673520003
Highway,99.49065609443771,104.13695352490652,Clear,2,Good,Daylight,0.18046017971525058
Urban,213.646601449223,39.97513975329501,Foggy,1,Good,Night,0.7454680037331616
Rural,311.0773414960867,92.12412749928592,Clear,1,Fair,Night,0.410917940418675
Rural,136.85546029365167,64.57916510280063,Foggy,2,Fair,Night,0.6162128014048986
Highway,410.88380226015676,119.84950071472699,Foggy,5,Fair,Night,0.8225480981110224
Highway,388.98370424708685,81.13990201697726,Foggy,5,poor,Daylight,
Rural,363.13862746941464,30.41896038237684,Clear,5,Fair,Night,0.6984536153126828
Rural,269.3614137419948,61.952118915199954,Clear,5,poor,Daylight,
Rural,214.3476298102934,26.629898038519578,Clear,3,poor,Night,
Highway,219.01397943416484,48.565563438911454,Clear,1,poor,Daylight,
Rural,276.38174073007997,54.33167948811047,Clear,3,Good,Night,0.4408447048635097
Rural,84.79160909719454,105.31766083396029,Rainy,3,Good,Night,0.39251147861093133
Highway,357.03745829017754,103.79874766075358,Clear,2,poor,Night,
Urban,208.17839480418593,21.15572199834012,Rainy,5,poor,Daylight,
Urban,151.14145007240987,73.22786150050923,Foggy,4,poor,Night,
Rural,175.24718172438753,42.35437556032824,Foggy,5,Good,Daylight,0.6551363577016226
Urban,131.132428378798,52.00930980455558,Foggy,1,Good,Daylight,0.45616153098810247
Urban,455.70563848750487,22.16512855255352,Foggy,3,Good,Daylight,0.7121193943695459
Urban,126.06688236314797,94.97458654453129,Rainy,1,poor,Daylight,
Urban,447.3167535026882,115.05897757524014,Rainy,3,poor,Daylight,
Rural,307.5095281858031,41.926704031385185,Foggy,3,Fair,Night,0.8802967643149966
Urban,440.3529299249871,54.17728670478325,Clear,3,Fair,Night,0.6471657270789695
Urban,263.3288976074805,40.643399472986424,Foggy,4,Good,Daylight,0.6699265584282768
Highway,467.43517376648316,113.00486636415286,Foggy,5,Good,Night,0.7623917391520089
Rural,145.17083462375757,20.935596790742675,Rainy,3,Fair,Night,0.7005765005079546
Highway,299.6112887812735,78.38622812910351,Foggy,2,Good,Daylight,0.6252982633379645
Highway,106.62741073115112,107.076396112215,Rainy,3,poor,Daylight,
Rural,251.24912834106397,38.63071741153468,Rainy,5,Fair,Daylight,0.6937514577312736
Urban,306.45666349107904,78.99952913620822,Foggy,5,poor,Daylight,
Highway,322.5538499779274,25.06481048648849,Clear,4,Fair,Night,0.6604968447296418
Rural,214.48795860827562,101.45851335678094,Rainy,3,Fair,Night,0.5806274349709566
Urban,84.35103897490377,47.442912277293814,Rainy,2,Good,Daylight,0.3496623118139907
Rural,344.89673212219367,118.87534171952606,Rainy,4,poor,Night,
Highway,269.79433720397503,112.20096204897769,Foggy,4,poor,Daylight,
Urban,111.59548998676561,93.25159699327139,Foggy,3,poor,Daylight,
Urban,471.14418623274486,69.68426413714917,Rainy,3,poor,Night,
Rural,480.0508979825495,96.65891118609018,Clear,4,Good,Daylight,0.4021233987309527
Urban,435.472825924116,33.060904754276216,Foggy,4,poor,Night,
Highway,429.74073523291884,51.01996396141712,Clear,4,Good,Night,0.5329734782737231
Highway,94.40207414062526,22.689638857685704,Clear,1,Fair,Night,0.4590262240472525
Highway,497.0390493121555,84.50246416097401,Foggy,4,poor,Night,
Rural,230.1713059386792,100.55376380815144,Rainy,5,Good,Night,0.5039703451541596
Urban,123.40450214020109,114.62855535131676,Clear,2,Fair,Night,0.33122572517259824
Urban,415.4457776977495,88.65071850502412,Rainy,2,poor,Daylight,
Urban,151.57884580837603,93.20912402227293,Clear,3,poor,Night,
Highway,286.7788943013162,109.54557782349511,Rainy,4,Good,Night,0.615233979633246
Urban,107.60722934154634,113.63780288581262,Foggy,2,Fair,Night,0.5628050006375703
Highway,263.59057547414983,69.12975498697057,Clear,2,Fair,Daylight,0.3654318025446136
Urban,301.16367203132404,30.97873897082743,Clear,5,Fair,Night,0.6667740372208697
Highway,250.6657819781042,66.64173098721572,Clear,5,Fair,Daylight,0.42943459707434517
Urban,81.26907113869385,75.60738628722898,Rainy,1,poor,Night,
Rural,268.2225637622435,83.1544771395544,Clear,1,Fair,Night,0.4337963392546245
Rural,261.02427954836713,118.92845573092734,Clear,2,Good,Daylight,0.2221472970980439
Highway,167.7291247808032,111.75632152907706,Rainy,3,Good,Daylight,0.30867232640476394
Highway,464.7207198458464,59.63642027457285,Rainy,2,poor,Night,
Urban,238.00654971421525,31.345368627070982,Foggy,3,Good,Night,0.7545358558606811
Urban,438.8521082883733,41.47915982226711,Rainy,2,poor,Night,
Rural,99.34872333504885,37.37996228334205,Clear,5,Fair,Daylight,0.435536501617631
Urban,193.49477789278166,55.60127271489966,Clear,4,poor,Night,
Highway,129.348884195618,107.64892839452321,Foggy,2,Fair,Night,0.6466214758791422
Highway,233.78485453168662,63.79685061487193,Foggy,1,Good,Night,0.6587003645146585
Highway,100.23650922689538,76.72773713978572,Clear,3,poor,Night,
Highway,248.4656626305292,37.916687483871485,Rainy,3,Fair,Night,0.7996560076894489
Highway,209.24183455170635,69.28482809843965,Clear,2,poor,Daylight,
Rural,150.49177127330233,107.3627721400292,Foggy,3,Fair,Daylight,0.5208231360481875
Rural,338.98073537764174,97.34632635180768,Clear,1,poor,Night,
Highway,477.9101696665244,28.11907157990216,Clear,5,poor,Night,
Urban,143.2010630973141,106.20722687501151,Clear,4,poor,Daylight,
Highway,370.3058779543027,47.38280974199265,Foggy,4,poor,Daylight,
Rural,384.0714001655343,86.57162493399673,Foggy,3,Fair,Night,0.916049224362783
Highway,274.15423239163806,34.63829051427314,Foggy,2,Fair,Daylight,0.7690071645505335
Rural,453.95075574525515,87.46443700858022,Rainy,3,poor,Night,
Rural,484.8755297291781,23.570142885716333,Foggy,1,poor,Night,
Highway,213.01090342423225,80.06447010702178,Rainy,2,Good,Night,0.44475275087068467
Highway,342.96498410143437,84.59401707613442,Rainy,5,Fair,Daylight,0.5820925513835963
Urban,347.9956780550505,44.449671405906415,Foggy,1,Fair,Night,0.9702390943641203
Rural,231.63598681362706,113.697608971048,Rainy,5,Fair,Daylight,0.5294997555812058
Urban,192.55598352257638,24.597238720047947,Rainy,2,Fair,Daylight,0.5987432192575549
Highway,470.1848892025161,109.17093267849388,Clear,5,Good,Daylight,0.3754060798320683
Rural,405.49169719070386,58.189748764253096,Rainy,1,poor,Daylight,
Urban,101.50905468854486,91.39147417025059,Rainy,1,poor,Daylight,
Urban,103.94783221319915,85.15484273479355,Foggy,3,poor,Daylight,
Urban,465.14424598377195,36.82462160279955,Clear,2,Good,Daylight,0.46364215616778476
Highway,86.63439426211599,51.89992755898587,Rainy,4,Good,Daylight,0.43299986915336025
Highway,359.78960580942464,72.96734809125338,Rainy,4,poor,Daylight,
Highway,152.04121112498527,104.65102703846068,Rainy,5,Good,Daylight,0.3787889286625883
Rural,65.8334042337284,115.48600759354687,Foggy,4,Good,Daylight,0.37028312266381463
Highway,76.83689573604059,22.058663333724176,Foggy,4,Good,Daylight,0.5327000936939137
Rural,218.08494665580292,55.25582554710086,Clear,1,Good,Night,0.42718337261931866
Urban,84.91480326021411,86.81439245824626,Rainy,1,poor,Daylight,
Urban,318.4876399700543,72.7729433242667,Clear,1,Good,Night,0.4931452963857736
Highway,341.26453011833405,114.3022115856759,Foggy,4,poor,Daylight,
Urban,218.06085739237201,21.69694345359478,Rainy,5,Fair,Night,0.847931149049752
Highway,384.2951340732578,63.77393986176359,Rainy,2,Good,Daylight,0.4542668611416387
